method,target,feature_space,split_mode,grid_config_name,split,prediction_target,count_topN,mean_absolute_error,median_absolute_error,max_absolute_error,mean_relative_error,median_relative_error,max_relative_error
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_128_act_elu_drop_0.2,train,max_rss,100,54598.58255859375,45961.96667480469,149390.32592773438,0.9397017689645477,0.9366659376247326,0.9801807345121702
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_128_act_elu_drop_0.2,val,max_rss,100,27986.774167480467,29280.4677734375,39601.848876953125,0.8863587843895847,0.9056029206264031,0.9242403117287418
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_128_act_elu_drop_0.3,test,max_rss,100,49497.859587402345,32844.945068359375,110047.04248046876,0.9044553723232674,0.8953090007548585,0.9588652105157252
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_128_act_elu_drop_0.3,train,max_rss,100,53948.50723876953,45571.823974609375,149109.70043945312,0.9270723517926132,0.9250688265847502,0.9783394928151716
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_128_act_elu_drop_0.3,val,max_rss,100,27572.467971191407,28748.699340820312,39357.251220703125,0.8681880155780791,0.8884118708438391,0.9185318152703306
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.2,test,max_rss,100,49425.173752441406,32692.95361328125,109882.55810546876,0.903082677495777,0.8982788445235225,0.9574320202971974
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.2,train,max_rss,100,53953.46448242188,45634.45544433594,149158.71362304688,0.9281327615388277,0.9266028541132756,0.9786610784198442
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.2,val,max_rss,100,27658.013286132813,28841.902465820312,39396.59912109375,0.8721220409508896,0.8916021395818678,0.9194501288530096
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.3,test,max_rss,100,49303.94533447266,32588.019775390625,109741.462890625,0.9003891929582882,0.8954246881960959,0.9562026252145632
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.3,train,max_rss,100,53863.85780517578,45551.95837402344,149075.4345703125,0.9264298513357744,0.9247782870030942,0.9781146673817016
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.3,val,max_rss,100,27563.5637109375,28739.654174804688,39295.591796875,0.868611650918618,0.88843399435995,0.9170927883886062
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.2,test,max_rss,100,49897.10240234375,33242.02258300781,110565.56396484376,0.9130396326869173,0.9044995048932136,0.9633832075564944
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.2,train,max_rss,100,54340.65393554688,45818.45935058594,149230.40771484375,0.9344792253200608,0.9320963766845229,0.9791314781403164
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.2,val,max_rss,100,27809.110405273437,29069.270874023438,39488.8857421875,0.8786572416993116,0.8987118012075395,0.9216039428255112
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.3,test,max_rss,100,49927.68184814453,33272.3994140625,110599.4345703125,0.913751316613446,0.9046263766718707,0.9636783299378964
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.3,train,max_rss,100,54345.614887695316,45827.26330566406,149288.62548828125,0.9338662484413714,0.932241037345964,0.979513456957052
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.3,val,max_rss,100,27853.59817138672,29075.687255859375,39592.927734375,0.8795464914285014,0.8988240285235106,0.9240321073183112
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.2,test,max_rss,100,48386.844243164065,31741.81640625,108529.5185546875,0.8807116290563894,0.8769385266322798,0.945642675263902
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.2,train,max_rss,100,53008.886481933594,44585.71630859375,148810.294921875,0.9105810961951432,0.9066625637790868,0.976375031473286
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.2,val,max_rss,100,27061.645251464844,28073.315063476562,39022.76611328125,0.8462853044983696,0.8669138185135602,0.9107254974160112
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.3,test,max_rss,100,49001.26047851562,32327.522705078125,109317.12060546876,0.8940271336657925,0.8891149875013091,0.9525052332136896
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.3,train,max_rss,100,53568.52649658203,45226.773681640625,149005.6591796875,0.9208984876889558,0.9180603362817066,0.9776568566552776
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.3,val,max_rss,100,27434.028649902342,28530.91845703125,39291.635498046875,0.861934857073529,0.8815538021531801,0.9170004550515048
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_elu_drop_0.2,test,max_rss,100,42076.64561767578,28725.004638671875,97892.2421875,0.7549906738400014,0.7815302460347566,0.927897783430446
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_elu_drop_0.2,train,max_rss,100,45907.75380225181,38249.72509765625,148118.4345703125,0.8013563229478733,0.7643358156278236,1.000258744502862
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_elu_drop_0.2,val,max_rss,100,25749.816469726564,22018.977783203125,40092.43310546875,0.7826098278021523,0.8481676184607818,0.935689719601119
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_elu_drop_0.3,test,max_rss,100,42778.98533691406,29070.08154296875,98965.18359375,0.769517682341053,0.7934659762554537,0.9290417399323662
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_elu_drop_0.3,train,max_rss,100,46607.32935404301,38724.4560546875,148410.88647460938,0.808439258046883,0.7782183295285836,1.0002074056614525
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_elu_drop_0.3,val,max_rss,100,25881.049903564453,22623.017822265625,39882.902587890625,0.7885266113802538,0.8062697393712719,0.9307996309720552
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_relu_drop_0.2,test,max_rss,100,37980.278774414066,25249.77880859375,90441.033203125,0.6960725553386179,0.6983252043314654,1.5531775482270025
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_relu_drop_0.2,train,max_rss,100,42526.50403076172,35271.46875,146081.85888671875,0.7457272173900278,0.6997959777138376,0.9910372995448968
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_relu_drop_0.2,val,max_rss,100,24665.684692382812,18596.5908203125,38638.88916015625,0.7403014297734548,0.7235176521703179,0.9017664572478588
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_relu_drop_0.3,test,max_rss,100,40661.5333984375,27491.003173828125,95580.466796875,0.7267760743225352,0.7507980625064801,0.9089532783670842
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_relu_drop_0.3,train,max_rss,100,44678.49784667969,37257.049560546875,147451.408203125,0.7800802795177977,0.7410494563688234,0.990604838540797
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_relu_drop_0.3,val,max_rss,100,25143.363291015627,20833.3056640625,39193.84326171875,0.7640101927925669,0.8132037236995551,0.9147181493119574
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_elu_drop_0.2,test,max_rss,100,43268.322678222656,29329.284912109375,99999.5400390625,0.7784353433977358,0.8009541215330312,0.931326590641002
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_elu_drop_0.2,train,max_rss,100,47025.653826336864,39178.24755859375,148460.947265625,0.8155581398294534,0.7868949997379334,1.0002887266632243
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_elu_drop_0.2,val,max_rss,100,26000.195539550783,23175.62353515625,40064.390625,0.7846298132644742,0.7481938558971526,0.9350352554378268
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_elu_drop_0.3,test,max_rss,100,43384.61745361328,29104.70849609375,100435.751953125,0.7796980356749029,0.7977124220208901,0.926317002560308
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_elu_drop_0.3,train,max_rss,100,47207.7611670208,38873.8720703125,148456.5048828125,0.8183159704652526,0.7886541336397679,1.000551782944224
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_elu_drop_0.3,val,max_rss,100,25879.395930175782,23349.685791015625,39819.68310546875,0.7812956641568021,0.7471536031165139,0.9293241949558614
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_relu_drop_0.2,test,max_rss,100,38358.37484863281,25188.69677734375,91188.435546875,0.7009225287844739,0.692673969145071,1.4193640025973076
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_relu_drop_0.2,train,max_rss,100,43021.89398376465,35947.06494140625,146321.09326171875,0.7509428135665439,0.70992181905788,0.9889297366001886
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_relu_drop_0.2,val,max_rss,100,25115.88510498047,19096.07666015625,39071.84619140625,0.757522001061733,0.7420614329855058,0.9118709436007808
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_relu_drop_0.3,test,max_rss,100,37763.214350585935,24650.64599609375,90126.373046875,0.6921599068560542,0.6803494065555231,1.619023258401619
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_relu_drop_0.3,train,max_rss,100,42435.094850463865,35315.0322265625,145765.6982421875,0.7441545407959756,0.6981273165701908,0.9873779590823866
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_relu_drop_0.3,val,max_rss,100,24831.836669921875,18819.66650390625,38821.398193359375,0.746494947934772,0.7243890059378288,0.9060259100391936
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_elu_drop_0.2,test,max_rss,100,45997.75950317383,31132.441650390625,103832.857421875,0.8364952822171174,0.8538221208929249,0.9508293796464308
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_elu_drop_0.2,train,max_rss,100,49737.69258044243,41550.7666015625,149711.87426757812,0.8580157139088613,0.8409548089731596,1.0004220217575066
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_elu_drop_0.2,val,max_rss,100,27177.196666870117,25565.19189453125,40550.956298828125,0.8380122528710722,0.81297137514173,0.946390877026422
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_elu_drop_0.3,test,max_rss,100,43007.07180908203,29037.0234375,99583.9658203125,0.7731136574795004,0.7947243260113794,0.9296912447167952
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_elu_drop_0.3,train,max_rss,100,46850.66039465904,39096.3125,148270.28759765625,0.8121220570138411,0.7827379052525316,1.000003286191964
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_elu_drop_0.3,val,max_rss,100,25935.543962402342,22868.31689453125,40094.135009765625,0.78109137973236,0.7436019485331553,0.9357294391748886
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_relu_drop_0.2,test,max_rss,100,45144.95756835937,30425.74951171875,102573.638671875,0.8185127130897867,0.8353642468694011,0.944456984180114
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_relu_drop_0.2,train,max_rss,100,48891.46453704834,40795.54541015625,149484.12548828125,0.8434211267748312,0.8251081640926867,0.993670962988594
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_relu_drop_0.2,val,max_rss,100,26848.207517700197,24888.425048828125,40286.561279296875,0.8250323498801646,0.8002479483773897,0.9402203435235454
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_relu_drop_0.3,test,max_rss,100,38542.98215820312,25370.0380859375,91706.56640625,0.7040121535014763,0.7003288313836915,1.4265111711662275
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_relu_drop_0.3,train,max_rss,100,43010.7000201416,35794.5693359375,146457.2041015625,0.7536767588010518,0.7118172286815487,0.991927708207114
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_relu_drop_0.3,val,max_rss,100,25069.144116210937,18962.085205078125,39194.4208984375,0.7531046907388047,0.7323712119426198,0.9147316303780224
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_elu_drop_0.2,test,max_rss,100,48313.16781738281,32741.700317382812,107350.4111328125,0.8845301918007931,0.8943527026418285,0.9616492657189564
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_elu_drop_0.2,train,max_rss,100,52149.54045033455,44458.802490234375,150353.873046875,0.8981911631565519,0.8872212264985982,1.000234008385745
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_elu_drop_0.2,val,max_rss,100,28186.538504638673,27605.468139648438,41092.13659667969,0.8779908424713764,0.8589092447874724,0.9590211117597014
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_elu_drop_0.3,test,max_rss,100,42276.31158691406,28093.8310546875,98780.07421875,0.7564097027769033,0.7708756145622373,0.9182430318676892
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_elu_drop_0.3,train,max_rss,100,46245.58688530922,38387.33251953125,147732.484375,0.8009162702152257,0.7684280785107196,0.99976890055166
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_elu_drop_0.3,val,max_rss,100,25858.57992919922,22323.19189453125,40367.150146484375,0.7734997469502334,0.730972501220047,0.942101151663657
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_relu_drop_0.2,test,max_rss,100,40149.57092041016,26740.349609375,94872.556640625,0.7154807510565618,0.7273762719288066,0.897686950943086
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_relu_drop_0.2,train,max_rss,100,44413.62008178711,37031.979248046875,147096.8330078125,0.7713383244671685,0.7345019321499922,0.9878753044709476
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_relu_drop_0.2,val,max_rss,100,25079.57033691406,20560.277587890625,39035.748779296875,0.7532769920525524,0.7296434835355059,0.9110284909283252
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_relu_drop_0.3,test,max_rss,100,39710.63757324219,26409.8173828125,94087.322265625,0.7067415498797677,0.7182912686233373,0.8916598493323233
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_relu_drop_0.3,train,max_rss,100,44140.285241088866,36719.739501953125,146758.390625,0.7703122692237039,0.7325857889934351,0.989904523606128
pcsa,memory,raw,record,pcsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_relu_drop_0.3,val,max_rss,100,24928.437185058592,20048.87939453125,38919.92724609375,0.7475618578413471,0.7246978949845446,0.9083254118300446
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_elu_drop_0.2,test,max_rss,100,49720.230297851565,33038.5283203125,110281.580078125,0.9094512270041549,0.9031169217013135,0.9609087905873152
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_elu_drop_0.2,train,max_rss,100,54197.75234375,45735.88708496094,149244.04272460938,0.9322675893334769,0.9307384174446978,0.9792209402510932
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_elu_drop_0.2,val,max_rss,100,27746.476962890625,28981.705810546875,39468.21044921875,0.8756820827846691,0.8958313653406357,0.9211214163839327
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_elu_drop_0.3,test,max_rss,100,49643.600478515626,33003.822265625,110136.82958984376,0.908003498898972,0.901256418357156,0.9596475462658908
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_elu_drop_0.3,train,max_rss,100,54094.54009521484,45758.134521484375,149340.41088867188,0.9298331379421225,0.9283240423633761,0.9798532316477936
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_elu_drop_0.3,val,max_rss,100,27756.8096484375,28894.751342773438,39578.81787109375,0.8747621244657076,0.8931017003582802,0.9237028069243314
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_relu_drop_0.2,test,max_rss,100,49680.71453857422,32959.2275390625,110181.86669921876,0.9087166722589598,0.9042226648095296,0.9600399649660076
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_relu_drop_0.2,train,max_rss,100,54205.83444824219,45786.50158691406,149265.9990234375,0.9325212750051765,0.9312155481838019,0.9793650000553602
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_relu_drop_0.2,val,max_rss,100,27816.091181640626,29040.177001953125,39505.682861328125,0.8788312100626507,0.8979540010721057,0.9219959592356264
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_relu_drop_0.3,test,max_rss,100,49930.406677246094,33221.548828125,110497.8349609375,0.9141608021392814,0.9099904521300084,0.9627930691563632
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_relu_drop_0.3,train,max_rss,100,54450.375708007814,45987.99548339844,149417.35375976562,0.9370694669496379,0.9359147770597693,0.9803580696915946
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_relu_drop_0.3,val,max_rss,100,27975.276201171873,29240.228393554688,39626.453369140625,0.88542865988345,0.9042911258125752,0.9248145390482784
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_adam_batch_64_act_elu_drop_0.2,test,max_rss,100,50003.63887207031,33338.749755859375,110639.0263671875,0.9155658246006759,0.9085059965175322,0.9640233023768604
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_adam_batch_64_act_elu_drop_0.2,train,max_rss,100,54456.67332519531,45943.07702636719,149357.15502929688,0.9370720320415624,0.9342818156904131,0.9799630934072796
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_adam_batch_64_act_elu_drop_0.2,val,max_rss,100,27920.802631835937,29187.069213867188,39577.968994140625,0.8832528070540007,0.9025638917739793,0.9236829955690028
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_adam_batch_64_act_elu_drop_0.3,test,max_rss,100,50376.33878662109,33738.84118652344,111091.37524414062,0.9237711400000473,0.9176333655649185,0.9679647222583004
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_adam_batch_64_act_elu_drop_0.3,train,max_rss,100,54807.016940917965,46166.449951171875,149585.87353515625,0.9431948972383168,0.9408496637729525,0.9814637626887576
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_adam_batch_64_act_elu_drop_0.3,val,max_rss,100,28170.145830078123,29479.800415039062,39785.911865234375,0.8933435480235921,0.9118583438748993,0.9285360312087932
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_adam_batch_64_act_relu_drop_0.2,test,max_rss,100,48565.67670166016,31950.418212890625,108718.94873046876,0.884752170581162,0.8801695718098681,0.947293223986379
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_adam_batch_64_act_relu_drop_0.2,train,max_rss,100,53148.01259277344,44729.597900390625,148869.669921875,0.9131136667964974,0.9093215952909977,0.9767646030921324
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_adam_batch_64_act_relu_drop_0.2,val,max_rss,100,27152.932758789062,28195.107666015625,39086.65869140625,0.8501371001692303,0.8707531830969573,0.9122166423498472
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_adam_batch_64_act_relu_drop_0.3,test,max_rss,100,48701.487524414064,32086.561279296875,108875.3720703125,0.8877150402401045,0.8823687410769254,0.9486561765501924
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_adam_batch_64_act_relu_drop_0.3,train,max_rss,100,53278.04882080078,44856.77001953125,148925.8369140625,0.9155007929509564,0.9120383503777212,0.9771331263101908
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_adam_batch_64_act_relu_drop_0.3,val,max_rss,100,27206.386831054686,28273.645874023438,39088.014404296875,0.8529042748123458,0.8734098896652025,0.9122482824005058
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_elu_drop_0.2,test,max_rss,100,49856.48303466797,33194.1689453125,110498.619140625,0.9122138472790913,0.903794846709393,0.962799901894474
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_elu_drop_0.2,train,max_rss,100,54303.24433837891,45806.18359375,149257.00708007812,0.9341950330879857,0.9319731659623729,0.9793060020607314
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_elu_drop_0.2,val,max_rss,100,27821.231911621093,29048.01806640625,39521.253662109375,0.8788785891045506,0.8981276796266539,0.922359355445047
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_elu_drop_0.3,test,max_rss,100,49956.0703125,33302.18298339844,110610.12890625,0.9144449433998291,0.9061572849437212,0.9637715121484212
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_elu_drop_0.3,train,max_rss,100,54385.573981933594,45870.19091796875,149313.49658203125,0.935332519320381,0.933082232836717,0.9796766413318676
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_elu_drop_0.3,val,max_rss,100,27867.222729492187,29115.622436523438,39560.09619140625,0.8807095665021172,0.9001886107169838,0.9232658745193766
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.2,test,max_rss,100,49311.75306640625,32588.4619140625,109740.0029296875,0.9006185526338193,0.8958786374133748,0.9561899042388776
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.2,train,max_rss,100,53871.0227709961,45552.755615234375,149128.29248046875,0.9265843837677188,0.9249459900914213,0.97846147903018
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.2,val,max_rss,100,27593.593056640624,28754.1142578125,39348.37646484375,0.869454121775227,0.8888594883322212,0.918324693447623
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.3,test,max_rss,100,49467.277265625,32740.3984375,109933.2392578125,0.9040036207197685,0.8998071034174815,0.9578736168427828
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.3,train,max_rss,100,54007.27918701172,45624.19689941406,149230.04931640625,0.9290685229350563,0.9273907504974537,0.9791291266142618
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.3,val,max_rss,100,27659.15930419922,28853.50439453125,39397.015380859375,0.872157879125089,0.8919195954173234,0.9194598436533648
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.2,test,max_rss,100,50012.09843994141,33370.99450683594,110689.4013671875,0.9156239419338503,0.9071970844856092,0.964462231346608
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.2,train,max_rss,100,54445.076721191406,45892.478759765625,149302.75756835938,0.9364109571963735,0.9338643427836536,0.9796061804486512
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.2,val,max_rss,100,27894.1804296875,29157.260009765625,39569.068603515625,0.8819834196241058,0.9015251137922844,0.9234752754741324
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.3,test,max_rss,100,49339.98997802734,32714.57373046875,109826.1240234375,0.9011292374080964,0.8916575831023845,0.9569402971511004
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.3,train,max_rss,100,53788.921560058596,45436.83850097656,149107.60131835938,0.9238170503338098,0.9217871499797096,0.9783257200488112
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.3,val,max_rss,100,27509.91295410156,28621.75,39388.621337890625,0.8645151637259622,0.8842403494161316,0.9192639408581644
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.2,test,max_rss,100,48858.86525146484,32208.388916015625,109127.14208984376,0.8909501054037168,0.8871172058463674,0.9508499066799434
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.2,train,max_rss,100,53426.91789794922,45067.909423828125,148982.16357421875,0.918264862469855,0.9152697950831755,0.9775026971427178
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.2,val,max_rss,100,27331.887121582033,28408.275268554688,39197.267333984375,0.8579380303505583,0.8777355003521178,0.9147980613793965
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.3,test,max_rss,100,49922.26814697266,33224.48571777344,110519.7060546875,0.9138421278948375,0.9089688796754507,0.962983637030248
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.3,train,max_rss,100,54438.98108154297,45980.52844238281,149410.685546875,0.9367853455895397,0.935080218799841,0.9803143181717529
pcsa,memory,raw,record,pcsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.3,val,max_rss,100,27949.883413085936,29211.944213867188,39602.853271484375,0.8844296534320456,0.9034142490645178,0.9242637526018572
